task_id,trial_id,trial_number,source,difficulty,math_question,naive_human_strategy,domain_specific_LLM_strategy,reasoner_strategy_label,engineer_failure_label,critic_label,global_graph_pattern,validator_outcome,first_failure_stage,n_tool_calls,n_failed_compiles,perseverated,declared_success,final_proof_compiles,statement_preserved,axiom_clean,presentation_takeaway
easy_fatem_012,easy_fatem_012_t0,0,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,7,3,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t1,1,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,8,2,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t2,2,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,typeclass_failure,critic_false_accept,critic_masking,trace_verified,engineer,5,2,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t3,3,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,8,3,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t4,4,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,compile_loop,critic_false_accept,critic_masking,trace_verified,engineer,6,2,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t5,5,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,11,5,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t6,6,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,4,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t7,7,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,5,1,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t8,8,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,compile_loop,critic_false_accept,critic_masking,trace_verified,engineer,5,1,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_012,easy_fatem_012_t9,9,FATE-M,easy,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use the uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast-style lemmas rather than inventing a new map API.,partially_valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,3,1,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t0,0,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,14,1,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t1,1,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,import_error,engineer,14,2,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t2,2,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,application_type_mismatch,critic_missing,tool_overuse,validation_unknown,engineer,14,3,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t3,3,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,import_error,engineer,14,2,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t4,4,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,import_error,engineer,14,2,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t5,5,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,no_real_strategy,no_submission,critic_missing,tool_overuse,unsolved,reasoner,12,0,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t6,6,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,14,1,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t7,7,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,no_real_strategy,no_submission,critic_missing,free_routing_failure,unsolved,reasoner,7,0,false,false,none,none,none,"O2 evidence: engineer label no_submission localizes a concrete Lean failure mode; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t8,8,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,import_failure,critic_missing,tool_overuse,import_error,engineer,14,2,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_019,easy_fatem_019_t9,9,FATE-M,easy,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Search for ZMod field/primality theorems and keep the iff direction faithful.,valid_strategy,no_submission,critic_missing,tool_overuse,import_error,engineer,14,1,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t0,0,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,import_failure,critic_false_accept,critic_masking,import_error,engineer,6,2,false,true,none,none,none,"O1/O2 evidence: critic approval masked a validator-visible proof failure; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t1,1,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,import_failure,critic_false_accept,critic_masking,import_error,engineer,6,2,false,true,none,none,none,"O1/O2 evidence: critic approval masked a validator-visible proof failure; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t2,2,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,8,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t3,3,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,no_real_strategy,no_submission,critic_missing,free_routing_failure,unsolved,reasoner,5,0,false,false,none,none,none,"O2 evidence: engineer label no_submission localizes a concrete Lean failure mode; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t4,4,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_missing,tool_overuse,import_error,engineer,14,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t5,5,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_missing,free_routing_failure,unsolved,engineer,7,6,false,false,none,none,none,"O2 evidence: engineer label no_submission localizes a concrete Lean failure mode; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t6,6,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t7,7,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,8,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_020,easy_fatem_020_t8,8,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,import_failure,critic_missing,tool_overuse,import_error,engineer,14,7,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
