task_id,trial_id,trial_number,source,difficulty,source_sha256,analysis_snapshot_sha256,review_status,review_confidence,math_question,naive_human_strategy,domain_specific_LLM_strategy,reasoner_strategy_label,engineer_failure_label,critic_label,global_graph_pattern,validator_outcome,verification_level,kernel_status,validation_status,validation_error,claim_status,candidate_kind,candidate_event_seq,statement_match,workflow_outcome,submission_source,submission_accepted,symptom_codes,error_labels,incident_count,critical_failure_seq,critical_failure_label,critical_failure_role,recovered_failure_count,first_failure_stage,n_tool_calls,n_check_lean_calls,n_search_lemma_calls,n_failed_compiles,n_infrastructure_unknown_checks,retry_success_rate,perseverated,declared_success,final_proof_compiles,final_proof_sorry_free,statement_preserved,axiom_clean,prohibited_placeholders,anchor_coverage,presentation_takeaway
easy_fatem_012,easy_fatem_012_t0,0,FATE-M,easy,80e8683f57be53bab0ef4a0cc4b39e7ae95ba008640ae014ca91f58cdbd46072,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_compile_checked,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,15,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch|other_lean_diagnostic|type_mismatch,lean_elaboration_failure|lean_type_failure,3,,none,none,3,none,7,5,2,3,0,0.333333,false,true,true,true,true,true,none,0/18,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t1,1,FATE-M,easy,f01157b8eaf028e5c8b2fbd65feee42c7a709b0587b9cdb56ba97ae865ad1930,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,valid_strategy,recovered_errors,critic_approval_without_recheck,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,16,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch,lean_type_failure,2,,none,none,2,none,8,6,2,2,0,0.500000,false,true,true,true,true,true,none,0/20,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t2,2,FATE-M,easy,2f6d0e6e56a08c62c0511d1e8e75fe4b6db7a9fc697e57168360c5316c83c66f,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_approval_without_recheck,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,10,exact,approved_after_productive_revision,approved_verified_target,true,other_lean_diagnostic|type_mismatch,lean_elaboration_failure|lean_type_failure,2,,none,none,2,none,5,4,1,2,0,0.500000,false,true,true,true,true,true,none,0/14,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t3,3,FATE-M,easy,a7030d9a522993824f458e234099f3ca2bf871c71c875971cec34d5dc6c5a9df,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,valid_strategy,recovered_errors,critic_compile_checked,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,17,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch|type_mismatch,lean_type_failure,3,,none,none,3,none,8,6,2,3,0,0.333333,false,true,true,true,true,true,none,0/20,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t4,4,FATE-M,easy,a3e19517eac6325d89c041721194b5c865c1dd9794c799d183f8aae9be1bf1ce,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_approval_without_recheck,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,12,exact,approved_after_productive_revision,approved_verified_target,true,invalid_field_projection|type_mismatch,lean_elaboration_failure|lean_type_failure,2,,none,none,2,none,6,3,3,2,0,0.500000,false,true,true,true,true,true,none,0/16,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t5,5,FATE-M,easy,0121f84d1ada19b21bf297a138a74011c6c23bf2c81fb58614ff0f498f842a39,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_approval_without_recheck,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,22,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch|other_lean_diagnostic|type_mismatch,lean_elaboration_failure|lean_type_failure,5,,none,none,5,none,11,9,2,5,0,0.600000,false,true,true,true,true,true,none,0/26,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t6,6,FATE-M,easy,5733e3e8ff2744b66f504ad65123ac7f957949492b8c1faeadd1bfe3d1a80490,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,valid_strategy,no_unrecovered_engineer_failure,critic_compile_checked,direct_success,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,9,exact,approved_direct,approved_verified_target,true,,,0,,none,none,0,none,4,2,2,0,0,none,false,true,true,true,true,true,none,0/12,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t7,7,FATE-M,easy,30a28c96255438049c7026711a6c3a942e653833cfcb44907ba74a71d4b6dace,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,valid_strategy,recovered_errors,critic_compile_checked,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,11,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch,lean_type_failure,1,,none,none,1,none,5,3,2,1,0,1.000000,false,true,true,true,true,true,none,0/14,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t8,8,FATE-M,easy,f7e0349c07dfd8dcf5c25f8f6e2991ddfc5b757630623e68d1b5564162f9e4a2,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_compile_checked,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,11,exact,approved_after_productive_revision,approved_verified_target,true,type_mismatch,lean_type_failure,1,,none,none,1,none,5,3,2,1,0,1.000000,false,true,true,true,true,true,none,0/14,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_012,easy_fatem_012_t9,9,FATE-M,easy,b97aa8accb4bdab94697735a16eaf74d718a4ab2c6a27d94bd5e345d31d77d28,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,strong,Let R be a ring with unit. There is a unique ring homomorphism from the integers to R that sends one to the multiplicative identity of R.,Use uniqueness of the integer-to-ring homomorphism.,Use RingHom extensionality and Int.cast lemmas instead of inventing a map API.,partially_valid_strategy,recovered_errors,critic_approval_without_recheck,productive_revision,solved,kernel_verified,available,accepted,,kernel_confirmed,exact_target,6,exact,approved_after_productive_revision,approved_verified_target,true,application_type_mismatch,lean_type_failure,1,,none,none,1,none,3,2,1,1,0,1.000000,false,true,true,true,true,true,none,0/10,"Kernel-confirmed exact-target, sorry-free, axiom-clean proof. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=kernel_verified."
easy_fatem_019,easy_fatem_019_t0,0,FATE-M,easy,260f6a55ff6d8a066a23cf5eeedd1717b660e1f28243b3e8be951fc09b0959c3,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,tentative,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Find the current ZMod field/primality API and keep both iff directions faithful.,valid_strategy,opaque_compiler_failure,critic_missing,incomplete_workflow,unsolved,no_target_evidence,available,not_evaluated,,provisional_trace_only,none,,none,terminated_with_unresolved_checks,none,false,opaque_compiler_failure,tooling_diagnostic_unknown,1,24,opaque_compiler_failure,engineer,0,engineer,14,1,13,0,1,none,false,false,none,none,none,none,none,0/30,No accepted exact-target proof is established by this trace. Critical unrecovered incident: opaque_compiler_failure at seq 24. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=no_target_evidence.
easy_fatem_019,easy_fatem_019_t1,1,FATE-M,easy,484b94169e7b10f2332ba1824f3bea344ecbfcb963c8e1787125fb0c33a86fd9,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,confirmed,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Find the current ZMod field/primality API and keep both iff directions faithful.,valid_strategy,unknown_symbol,critic_missing,incomplete_workflow,unsolved,no_target_evidence,available,not_evaluated,,provisional_trace_only,none,,none,terminated_with_compile_failures,none,false,unknown_symbol,api_or_library_hallucination|lean_elaboration_failure,2,16,unknown_symbol,engineer,0,engineer,14,2,12,2,0,0.000000,false,false,none,none,none,none,none,0/30,No accepted exact-target proof is established by this trace. Critical unrecovered incident: unknown_symbol at seq 16. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=no_target_evidence.
easy_fatem_019,easy_fatem_019_t2,2,FATE-M,easy,7384d05fc75ff39a89d8d5b33555b9dd9fbf3a69eee89fb2dbae5ea9333bac34,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,confirmed,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Find the current ZMod field/primality API and keep both iff directions faithful.,valid_strategy,application_type_mismatch,critic_missing,incomplete_workflow,unsolved,trace_helper_only,available,not_evaluated,,provisional_trace_only,helper_or_probe,24,not_target,terminated_with_compile_failures,none,false,application_type_mismatch|opaque_compiler_failure,lean_type_failure|tooling_diagnostic_unknown,3,22,application_type_mismatch,engineer,0,engineer,14,4,10,1,2,1.000000,false,false,none,none,none,none,none,0/30,No accepted exact-target proof is established by this trace. Critical unrecovered incident: application_type_mismatch at seq 22. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=trace_helper_only.
easy_fatem_019,easy_fatem_019_t3,3,FATE-M,easy,f2de267c74fba1f9a5fee9d3bdd2c2092d5d57cb9f2fb180b40a16a4cbc2ecc0,00e3594d0906251d2412e7918e32cb23a06d7f1e2cfd7037c624cba29122cd2c,agent_reviewed,confirmed,"For every positive integer n at least two, the ring of integers modulo n is a field if and only if n is prime.",Connect the field structure of ZMod n with primality of n.,Find the current ZMod field/primality API and keep both iff directions faithful.,valid_strategy,unknown_symbol,critic_missing,incomplete_workflow,unsolved,no_target_evidence,available,not_evaluated,,provisional_trace_only,none,,none,terminated_with_compile_failures,none,false,application_type_mismatch|unknown_symbol,api_or_library_hallucination|lean_elaboration_failure|lean_type_failure,2,18,unknown_symbol,engineer,0,engineer,14,2,12,2,0,0.000000,false,false,none,none,none,none,none,0/30,No accepted exact-target proof is established by this trace. Critical unrecovered incident: unknown_symbol at seq 18. Proposal mapping: O1 localization is partial because raw anchors are absent; O2 labels are agent-reviewed and detector precision/recall is untested; O3 is not tested on this single configuration. Taxonomy: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md. verification=no_target_evidence.
